Children,Age,Outage_sec_perweek,OnlineSecurity,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None
0,32,2.891818,1,235.1417,6551.623181,0,0,0,0
4,64,8.038547,1,162.4653,5730.292957,0,1,0,0
0,85,7.94076683,0,182.446995,942.5247889,0,0,1,0
2,37,7.13163,0,169.9447,5723.066248,0,0,1,0
5,77,7.48647,1,225.1457,6078.532596,0,0,0,0
3,74,8.838694,0,157.4698,4356.229848,0,1,1,0
1,74,5.790141,0,124.9935,646.8507919,1,0,0,1
3,58,9.591529444,0,137.469817,1623.045026,0,1,0,0
4,80,9.527541,0,149.9483,295.9085258,0,0,1,0
1,55,13.57109,0,104.9629,503.8825694,0,0,0,1
2,49,9.83612847,0,124.97808,758.8338668,1,0,1,0
2,30,14.27424,0,207.4754,2099.82555,0,0,0,0
3,51,12.20707,1,127.4783,2078.823247,0,0,0,0
8,76,14.47138,0,149.9621,2389.304765,0,1,1,0
1,76,10.95303334,0,172.503404,742.7794122,0,0,0,1
0,32,8.770303,0,192.4885,1066.382948,0,0,1,0
4,50,11.55719,1,174.9744,4513.977095,0,0,0,0
0,45,8.45345,0,184.9496,1435.244426,1,0,0,0
2,83,3.814618,0,129.9621,5286.98629,1,0,0,0
0,39,3.727902,0,134.9509,487.9567265,0,1,1,0
3,31,9.622636,1,235.1417,1318.882817,0,1,0,0
2,52,10.63881,1,194.9744,498.5585239,0,0,1,0
0,29,10.86184,1,94.97283,5475.345065,1,0,0,0
1,81,13.12937988,0,159.980465,579.4447417,0,0,0,1
1,55,7.74027,1,164.9715,6457.28774,0,1,0,0
4,80,10.66271,1,127.4958,4836.771242,0,0,1,0
3,77,3.483945,0,159.9476,6469.597429,0,1,0,0
0,33,10.92378,1,129.9926,1398.226038,1,0,0,1
0,31,11.13960534,0,169.944668,452.8721504,1,0,1,0
0,85,11.08445,1,117.5015,5636.386434,1,0,0,1
0,74,10.78887,1,119.9897,5116.646122,0,0,0,1
0,46,9.452414,1,245.175,1344.476361,0,1,0,1
0,78,6.9305,1,229.9931,5444.798489,0,1,1,0
1,30,13.07212,1,217.484,5655.54142,1,0,1,0
1,44,10.81583,1,142.5007,5084.625994,0,0,0,0
5,35,10.7329,0,79.97886,1683.407282,1,0,0,1
4,57,10.64089,1,114.9728,1012.08426,0,0,1,0
4,69,12.21299,0,182.4433,2159.000591,0,0,0,0
3,66,11.46614,0,137.4684,5532.302162,1,0,0,1
3,32,13.84152,0,252.624,6259.78278,0,1,1,0
7,46,14.51799,0,202.4433,6400.696695,0,1,1,0
2,32,12.76234,0,169.9447,1323.764927,1,0,1,0
3,27,13.42619,0,149.9621,4950.374878,0,1,1,0
3,28,11.46370907,1,277.651257,1712.794495,1,0,1,0
1,45,9.441826,1,104.9923,5766.181037,0,1,0,1
3,89,9.986224,1,94.97283,6359.030108,1,0,0,0
0,89,14.02325,0,210.138,5931.491211,0,0,0,1
2,80,11.17967,1,184.9939,586.7907291,1,0,0,1
1,38,11.36728,0,139.965,2224.045421,0,0,0,0
7,27,8.547312,0,220.1185,4583.497674,0,0,1,0
1,39,10.55797,1,149.9598,462.9626012,0,0,1,0
4,37,9.467795,0,159.9642,4267.319291,0,1,0,1
6,66,14.63487,0,182.4433,5493.9737,1,0,0,0
1,59,7.514067308,0,175.133074,1581.016214,0,0,0,1
0,46,6.927298,1,229.9931,5766.345962,0,0,1,0
0,66,10.44775,0,105.011,155.5067148,0,1,0,1
0,54,17.39213562,0,182.446995,764.2419259,0,0,1,0
3,48,9.781826,0,147.4421,3788.474047,0,1,1,0
1,38,9.622541,0,240.1149,4693.998061,0,1,1,0
1,39,8.432151,0,139.9979,5747.351224,0,0,0,1
3,25,7.223746,0,117.472,5917.079917,0,0,0,1
0,48,14.06247,1,120.0035,1606.304191,0,0,0,1
0,49,8.425458142,0,124.97808,676.712908,0,1,1,0
1,59,11.3049,1,129.9915,5072.66967,0,1,0,0
2,88,7.287197615,0,129.948316,676.1747964,0,0,0,0
7,54,5.478988,0,204.9496,4721.806173,0,1,1,0
3,24,7.043024,0,210.1518,1006.003672,0,1,0,1
2,29,6.977990294,0,127.474951,772.3133729,0,0,0,1
3,86,10.45045,0,139.983,1165.890091,0,0,0,0
2,51,7.348999,0,127.4601,4702.945848,0,1,0,0
0,45,5.761471,0,129.9621,5579.495808,0,1,0,0
1,38,19.01629,0,255.1665,4953.439647,1,0,0,1
4,56,11.95891,0,127.4601,1029.623058,0,0,0,0
2,65,8.595477,0,114.9509,5626.567359,1,0,0,0
0,44,14.81596,0,200.1185,5512.145017,0,0,0,0
0,55,10.51853461,0,159.979358,2035.008705,0,1,0,0
3,37,12.23484,0,242.6573,2044.702772,1,0,0,1
1,79,11.41399094,0,204.979684,1538.239707,0,1,1,0
0,30,8.284128,0,160.0122,5298.561299,0,0,0,1
3,67,5.031953948,0,242.628057,1779.049529,1,0,1,0
0,61,9.184449781,0,240.114868,1930.538667,1,0,1,0
2,65,5.256583,0,159.965,5838.199467,0,0,1,0
0,48,6.913871,0,169.9928,5645.995697,0,1,1,0
1,45,8.020199,0,159.9349,4824.342843,0,1,1,0
7,22,14.83824,1,187.4673,6557.26466,0,0,0,0
0,66,8.721081,1,257.6549,2074.948906,0,0,1,0
4,43,9.519194,0,127.4887,4531.04303,0,1,0,1
1,58,8.128102,0,79.97886,301.5746797,0,1,0,1
1,57,1.726524839,0,157.483594,810.4941232,0,1,1,0
1,89,11.31582,0,137.4836,4108.848897,0,0,0,0
3,82,4.445847,0,102.4746,5720.467652,0,1,0,1
0,32,7.935518,0,112.4844,1068.577042,1,0,0,1
0,68,7.978322947,1,172.455519,904.5361102,1,0,1,0
1,23,11.57345,1,139.9861,4708.151617,0,1,0,1
2,79,13.71415,0,169.9447,1458.177149,1,0,1,0
1,54,8.066926,0,220.1323,6052.322466,0,0,1,0
3,72,11.91924,0,129.9621,6300.301731,0,0,0,0
1,58,8.54892416,1,119.95684,1456.887443,0,1,0,0
1,86,19.2677815,0,162.460772,2220.436194,1,0,0,0
0,36,9.479182,0,182.4538,4906.344686,0,1,1,0
3,42,14.43743,1,245.1457,5980.394774,0,0,1,0
3,27,14.63754555,0,129.948316,1671.469773,0,0,0,0
0,39,11.25072,1,235.1591,4491.233024,0,0,1,0
0,59,9.461247,0,187.6094,2147.084163,0,1,0,0
0,87,9.291311,0,159.9349,4819.114767,0,1,1,0
4,72,9.091339,0,169.9378,856.755649,0,1,1,0
1,53,5.573652,0,149.9776,4815.434176,0,1,0,1
1,30,13.77917,0,174.9699,4194.277707,0,0,0,0
2,72,8.082,0,139.9349,1813.71251,0,1,0,0
0,56,8.350691799,0,162.471255,1024.582571,0,0,1,0
3,42,9.269101,0,232.624,6739.19212,1,0,0,0
1,86,6.441951,0,157.4698,502.9172945,0,0,1,0
1,52,10.00607,0,117.4872,6446.951971,0,1,0,0
3,60,12.79553,1,154.9755,6500.761531,0,0,0,0
2,25,7.823058882,0,137.439154,1090.76661,0,0,1,0
0,46,6.659046,0,179.9476,5087.470766,0,1,1,0
5,55,10.74788638,0,182.460772,3099.922244,0,0,1,0
2,66,10.90873,0,125.0073,4535.472251,0,0,0,1
1,69,9.556195,1,235.1555,1446.866289,0,0,0,0
7,51,12.39683,0,127.4601,6096.007893,0,0,0,0
0,18,5.272185,0,194.9663,1406.140722,0,1,0,0
0,37,5.729233184,1,184.971516,806.2451255,0,0,1,0
1,82,10.76274,1,165.0182,822.9997439,0,0,0,1
0,74,12.51035,0,252.624,662.5967184,0,1,1,0
4,43,5.233119,1,277.6375,5156.532721,0,1,1,0
3,23,9.415935,0,159.9794,6511.252601,0,0,0,0
0,66,9.216302,0,104.9629,5990.24437,0,1,0,1
5,69,13.33611658,0,172.456745,1705.362101,0,1,0,0
0,82,8.367848,1,169.9741,877.6347728,0,0,1,0
2,58,3.597954,0,159.9512,3771.873422,1,0,1,0
3,35,6.258356398,0,255.137219,1577.915603,0,0,1,0
0,36,9.30836,0,117.4392,4762.552792,0,0,0,0
0,85,8.178814,1,222.6654,1623.298167,0,0,0,1
0,29,9.749545,1,202.65,1589.753327,0,1,0,0
4,35,11.09633,0,159.965,6186.049801,1,0,1,0
1,72,11.69866136,1,127.525,1339.377921,0,1,0,1
3,26,14.08044,0,159.9512,2218.850381,0,0,1,0
2,49,10.67431,0,242.6281,5841.624759,0,0,1,0
1,47,7.732225598,0,169.967067,877.7050261,0,0,0,1
1,40,4.386127,1,160.0013,1217.604663,0,0,1,0
1,64,9.305287,0,255.1336,6699.368513,1,0,0,0
3,25,14.43295,0,92.45514,5712.520809,0,0,0,0
1,35,10.70375,1,174.9618,5807.811165,1,0,1,0
0,54,7.930711,0,179.9656,5653.877056,0,0,1,0
1,68,13.72595127,1,197.470195,1356.12218,0,0,0,0
1,38,8.458739,0,220.1149,1934.182617,0,0,0,0
3,48,8.940009,1,117.5152,1286.132827,0,1,0,1
0,52,8.861872,0,220.1323,5471.917998,0,0,1,0
2,25,5.236234219,1,212.669463,1259.735294,0,0,0,1
1,49,11.03858,1,222.6326,5838.178564,0,0,0,0
0,29,14.37269379,1,217.470195,1243.779967,1,0,1,0
2,88,7.898726,0,169.9447,5352.201748,0,0,1,0
9,80,8.870546,0,167.4564,1810.474782,0,1,1,0
0,88,11.88241,1,184.9647,428.5644943,0,0,1,0
1,88,9.576327,1,184.9785,5329.313105,0,0,1,0
3,44,9.696499,0,252.624,6462.182186,0,0,1,0
1,50,9.083996,0,184.9634,1110.767158,1,0,0,0
0,62,8.395973,1,127.4958,5680.56077,0,0,1,0
1,54,10.7128,1,164.9853,5072.473187,0,0,0,0
4,32,10.19732,1,277.6513,1383.764044,0,0,1,0
0,87,9.22053,1,127.4783,2030.890872,0,0,0,0
3,73,10.72004,0,117.4872,1606.689609,0,1,0,0
2,80,6.008386,1,164.9785,5545.726878,1,0,0,0
0,40,12.63262,0,197.6288,6291.972267,1,0,0,1
0,33,13.58454,0,159.9642,5626.901599,0,0,0,1
1,22,10.43871,1,257.6549,6178.148263,0,1,1,0
1,44,12.88774,0,159.965,5611.872408,0,0,1,0
1,35,4.533903,0,112.4551,658.6339621,0,0,1,0
1,89,11.41416,0,117.4858,5649.428932,1,0,0,1
1,57,11.71395,0,222.6281,6007.023157,0,1,0,0
2,68,9.303023,0,139.983,5849.463694,0,1,0,0
1,86,5.287302,1,182.497,1023.023077,1,0,1,0
3,32,5.730187669,1,204.961033,1340.685724,0,1,1,0
3,87,10.35922638,1,245.174977,937.6860638,1,0,0,1
8,76,11.30992672,1,127.495766,1630.020341,0,0,1,0
0,69,11.76257,0,149.9483,5691.423795,0,1,1,0
3,33,11.38655,0,169.9671,4998.892491,0,0,0,1
2,34,8.532065,0,182.4608,632.4760401,0,0,1,0
1,53,11.49056,1,147.4783,4579.594851,1,0,1,0
0,77,8.202833,1,107.4806,724.4378895,0,1,0,1
1,30,5.715477,0,137.4872,5512.596647,1,0,1,0
6,25,10.91642397,0,200.165175,1700.121992,0,1,0,1
0,30,11.81668,0,152.4742,1350.573202,0,1,0,0
6,28,10.94689,1,245.1457,5959.443865,0,0,1,0
1,51,15.72132,0,117.4392,6121.797944,0,0,0,0
0,69,10.20766,0,117.4392,1825.27674,0,0,0,0
2,89,12.82879,0,172.4742,5661.61911,0,1,1,0
3,45,10.67876,0,162.4608,6683.352536,0,0,0,0
3,88,4.973597,0,187.656,1542.223736,0,0,0,1
0,54,12.62845,0,179.9794,4851.255631,0,0,1,0
2,60,8.620735,0,149.9776,962.6412103,0,0,0,1
1,74,11.25577,1,127.5112,5791.217393,1,0,0,1
1,83,10.34957334,0,172.440432,1001.860025,0,0,0,0
0,27,6.41607,0,139.9678,6239.882195,0,1,0,1
0,34,9.24582929,0,142.471255,1192.174805,0,1,0,0
0,51,13.15165,0,149.9621,1199.678982,0,0,1,0
0,26,5.439572058,0,194.999168,1557.923129,0,0,0,1
0,63,13.70652,0,127.475,479.3287784,0,0,0,1
2,56,10.14030426,0,172.456745,1655.780173,0,0,0,0
5,46,13.44264,1,154.9919,5770.387227,0,0,0,0
1,79,9.432528,0,139.983,6273.515792,0,0,0,0
1,19,11.04764,0,252.624,5166.92619,1,0,1,0
2,77,14.0785,0,197.4725,6576.787992,0,1,0,0
1,83,9.250737,0,220.1478,6266.666067,0,1,0,1
4,26,13.62442766,1,154.961766,2811.648182,0,1,0,0
0,38,11.86714,0,235.1372,5459.660641,0,1,0,0
2,52,12.75335,1,207.4811,6486.342263,0,1,1,0
0,66,6.093773,1,137.4978,5345.910452,1,0,0,1
1,62,13.2422,1,142.4526,1821.920781,0,0,0,0
2,48,10.97816,0,142.4713,5473.390798,0,0,0,0
3,24,1.556784,0,129.9621,1522.674203,0,0,0,0
0,24,11.2714618,0,287.642733,1779.309609,0,0,1,0
4,49,7.255201,0,162.4608,1354.828783,0,0,0,0
1,45,3.908365171,0,127.458638,2678.418264,0,0,0,1
4,85,7.846521648,0,207.638588,1080.159892,1,0,0,1
0,72,6.612802087,1,142.452604,1470.820856,0,0,0,0
4,39,10.28840622,1,222.649979,3069.566918,0,0,1,0
1,52,8.805561,1,222.6326,2028.886621,1,0,0,0
1,65,6.672058888,0,207.609354,1241.342647,0,0,1,0
2,77,11.33011,0,147.4601,4173.243596,0,0,1,0
4,32,7.974716,0,187.6094,4463.792034,1,0,0,0
4,62,11.32791,0,169.9447,5785.386596,0,0,1,0
3,76,6.173848,1,137.4686,585.4873226,0,1,1,0
1,38,8.924287,0,127.4421,4897.15967,1,0,0,0
1,80,6.324142,0,192.4567,5733.035422,0,0,1,0
1,62,8.256566,0,139.9349,6285.15592,0,0,0,0
1,73,7.715579,1,107.4806,4633.252261,0,0,0,1
4,59,9.711712,1,172.5104,773.1752584,1,0,1,0
0,61,8.575295,1,162.4818,5394.817414,0,0,0,1
2,71,8.232622,0,127.4738,5825.616542,0,0,0,0
0,44,11.35147,1,182.4833,5214.689346,1,0,1,0
0,81,5.876435,0,214.9525,5514.722604,1,0,1,0
1,62,15.00214,1,129.9915,1537.645961,0,0,0,0
2,46,9.937,0,124.9781,5950.964541,0,0,1,0
0,22,10.34418,1,107.482,1245.2646,1,0,0,0
7,28,10.14164,0,159.9642,6296.620487,0,1,0,1
0,87,9.578665,0,197.4725,2025.467869,0,0,0,0
1,58,17.67735,0,267.6427,6310.736148,0,1,0,0
3,68,12.09291,0,242.6143,5728.24521,0,0,1,0
4,21,8.913898759,0,187.609354,1393.202392,0,0,0,0
0,58,13.19755,0,104.9643,2006.106282,0,1,0,0
10,43,2.106053,1,152.4798,5299.289196,1,0,1,0
0,65,11.62325,0,139.9349,6285.801266,0,1,0,0
3,28,9.261979,1,175.0048,1667.975198,0,0,0,1
3,72,5.863179258,0,139.965008,1778.733282,0,0,0,0
0,64,10.24788,1,149.9915,5301.140786,0,0,1,0
0,74,11.31727,0,242.6106,1264.000346,0,1,0,0
2,52,12.64257,1,150.007,1083.774656,0,0,0,1
1,34,9.885262,0,117.4392,1623.908651,0,1,0,0
0,39,12.27326,1,139.9568,1392.096076,0,0,1,0
1,56,7.619574,0,104.9781,1636.905029,0,1,0,0
0,76,11.54198689,1,217.483972,955.0181592,0,0,1,0
7,47,14.00312,0,204.9634,6322.625755,0,1,1,0
0,82,12.13702885,1,149.977753,292.4731737,1,0,1,0
2,49,14.35567,1,235.1591,5547.293219,0,1,1,0
0,70,9.519197,1,222.6326,1559.606858,0,0,0,0
2,20,11.36004,1,255.1555,1553.215778,0,0,1,0
9,58,14.03725,0,149.9621,4324.223957,0,0,1,0
3,71,6.789145,0,172.4441,1034.993917,0,0,1,0
6,74,7.67710837,0,169.937833,2410.11164,0,0,1,0
1,29,12.04946,1,222.6362,5889.765255,0,0,1,0
1,41,13.54783,1,129.9598,5674.253089,1,0,0,0
10,39,8.893054,1,172.4624,6484.787518,0,0,1,0
0,51,4.48145,0,232.6378,2515.478194,0,0,0,0
0,69,12.58464,0,129.9483,4630.380688,0,0,0,0
1,68,11.20557,0,230.1051,982.7165421,0,1,1,0
0,37,10.31648,1,132.466,6613.783896,0,0,0,0
3,35,7.523463124,0,175.133074,2019.788427,0,0,0,1
1,83,13.18243,1,132.466,1655.225461,0,0,0,0
7,81,13.70624,0,172.4579,5454.636911,0,0,1,0
3,46,13.60832,1,174.9919,3569.479648,1,0,1,0
3,58,12.16532,1,94.97283,5933.23425,0,1,0,0
4,32,7.85989854,1,255.155493,1476.644914,1,0,1,0
1,55,6.449896,0,139.9349,5718.03878,0,1,0,0
0,77,12.27876,1,232.6228,828.1128045,1,0,1,0
3,59,14.76788,1,235.1591,1198.455198,1,0,1,0
4,76,13.84188,0,182.4608,6129.960354,0,0,1,0
0,82,8.556630945,0,179.947583,2234.450325,0,0,1,0
4,34,6.880176,0,172.4733,4249.716645,1,0,0,1
4,57,11.36485,0,172.4885,1447.593195,0,0,0,0
0,61,8.396047,1,152.4624,4787.709945,0,0,0,0
3,49,12.22531,1,187.4811,2361.62202,1,0,0,0
2,88,16.47135,1,195.0062,4834.33256,1,0,1,0
3,86,10.80481174,1,197.48762,1162.715411,1,0,1,0
7,26,9.561987,1,242.6326,5610.807336,0,1,1,0
3,45,9.217962,0,232.6415,998.0643375,1,0,1,0
4,44,18.0799042,0,192.440432,619.3340158,0,0,1,0
1,25,5.542608,1,172.4555,5734.616741,0,1,1,0
0,83,11.02021,1,149.9778,458.1425479,0,0,1,0
3,88,13.05523,0,114.9838,4880.587184,0,0,0,1
1,76,12.31061,0,200.1323,4646.487467,0,1,0,0
2,50,6.946895,1,127.4958,5979.37126,0,1,1,0
1,67,8.929747,1,129.9598,1253.992994,0,0,0,0
4,86,11.1117,0,182.4608,3965.422778,0,0,1,0
0,59,7.194451,1,154.9755,1015.460451,0,1,0,0
8,62,6.267459,0,192.4705,2022.620666,0,0,1,0
4,80,10.997,0,162.4713,1438.002278,0,0,1,0
4,71,5.644966,1,94.97283,5624.996529,0,0,0,0
4,88,7.299566,1,235.1555,1627.193453,1,0,0,0
0,66,10.59431,1,164.9785,6294.844782,0,1,0,0
1,47,10.3229,0,192.4567,649.075085,0,0,1,0
2,55,2.292587755,1,184.961033,1088.89675,0,1,0,0
1,51,10.1175,1,167.4847,3049.419775,0,0,0,0
3,27,15.53974,1,147.4783,4452.333316,0,0,1,0
2,69,5.482104,1,132.4798,6537.94242,0,0,0,0
0,64,10.40233023,1,120.004928,1549.605718,0,0,0,0
0,73,15.20539,0,134.9801,4701.222329,0,0,0,1
2,42,10.46074,1,127.4958,1181.546499,0,1,1,0
0,37,14.30687,0,172.4705,6536.992768,0,0,0,0
0,80,9.029372,1,209.9931,1694.511052,0,1,0,0
3,19,13.83282,1,267.6647,5502.195694,0,1,1,0
3,36,10.39631,0,92.45514,1851.710555,0,0,0,0
1,53,14.09779,0,194.9992,6293.106347,0,0,0,1
3,61,6.187489206,0,147.473844,1189.578203,0,0,1,0
7,29,10.15265,0,112.4551,849.8471125,0,0,1,0
1,87,3.737016,0,162.4676,5815.857846,0,1,0,0
4,80,3.410169776,1,172.510442,684.7417744,0,1,1,0
0,72,8.868794,0,220.1149,5655.25061,0,1,0,0
0,89,11.26271,0,92.5018,4831.925127,0,0,0,1
2,89,5.231391,1,137.4686,5869.077797,1,0,1,0
1,88,8.693473,0,252.624,5305.10923,0,1,1,0
4,32,10.77891,1,127.482,5753.259075,0,0,1,0
4,35,11.27068,0,182.4538,5840.003407,0,0,1,0
3,83,8.750299,0,167.4564,4402.745053,1,0,1,0
0,74,11.98305,1,207.4811,2913.842578,1,0,1,0
0,52,10.95526,0,137.4872,5817.251946,0,0,1,0
1,69,11.52687,0,139.9349,1078.567268,0,0,0,0
0,85,11.14088,0,112.4551,4173.252675,1,0,1,0
4,49,6.941927,0,152.4579,4731.734078,0,0,0,0
0,50,3.522063,0,104.9643,4610.805566,0,1,0,0
4,36,7.553372,1,120.0035,745.7123774,1,0,0,1
1,60,9.226143,1,204.961,5067.409908,0,1,1,0
9,50,2.104824,0,152.4742,6218.382624,0,1,0,0
1,59,12.12235,0,172.4885,5909.655057,0,0,0,0
3,40,13.66895,1,174.9755,4642.465727,1,0,1,0
6,62,10.70655,1,245.175,4841.832156,1,0,0,1
2,18,9.190582,1,202.6362,6857.221544,0,1,0,0
8,22,13.05148,1,175.0048,5770.027634,0,0,0,1
1,86,8.815571,0,134.9801,5725.974592,1,0,0,1
0,25,10.8180306,1,129.976324,662.6103493,1,0,0,1
3,85,17.55118,0,149.9483,5398.347301,0,1,1,0
0,85,8.954899011,1,142.500692,747.9301328,0,0,0,0
2,26,7.581534683,1,167.484705,1781.692875,0,0,0,0
4,51,8.928833,0,265.147,1308.576837,0,1,1,0
2,38,11.07482,0,162.4937,5015.195312,0,0,0,1
0,21,7.979052,1,222.6654,5989.347785,0,0,0,1
0,25,13.79996,0,114.9509,2327.656652,1,0,0,0
1,40,7.753207,0,220.1615,1012.974384,0,1,0,1
0,46,11.59767,0,192.4705,6185.77752,1,0,1,0
0,51,11.72837,0,114.9838,4546.313629,0,0,0,1
0,20,14.73499,1,162.4827,6039.469343,0,0,1,0
0,82,13.91677,0,139.9512,6206.957458,1,0,0,0
3,37,5.924693,0,159.9512,866.4850145,0,0,1,0
8,66,11.36323648,0,159.951231,577.1157824,0,0,1,0
2,71,10.78865,0,172.4742,5010.797341,0,0,1,0
3,39,11.5455462,1,255.155493,1568.344567,1,0,1,0
4,27,15.51053,0,159.9349,1341.803325,0,0,1,0
2,61,11.0988,0,162.5005,5101.277891,0,0,0,1
2,51,9.534548,0,104.9629,4493.014399,0,0,0,1
3,51,9.005599,1,149.9598,5140.746874,0,0,1,0
3,32,8.625483,1,277.6513,6021.620867,0,0,1,0
0,58,9.970674,0,265.147,6392.803419,0,0,1,0
2,63,7.799780591,1,137.497825,1381.538548,1,0,0,1
1,27,7.576322,0,129.9621,4994.1983,0,0,0,0
4,69,10.61771118,1,257.651257,1745.125956,0,1,0,0
0,47,6.732546893,0,114.997564,284.0777847,1,0,0,1
2,52,10.72061,1,152.4798,4091.382815,0,0,1,0
5,30,10.81641,0,179.9476,5419.846646,0,0,1,0
6,67,7.540516,1,184.9785,5327.251383,0,0,1,0
10,67,14.97932,0,255.1336,5307.317588,1,0,0,0
7,49,12.48749,0,212.6415,1569.607544,0,1,0,0
2,27,6.897334,0,129.9621,6745.232916,0,1,0,0
4,22,11.07967,0,149.9776,5679.986847,0,1,0,1
0,57,8.780929,1,247.6647,5418.636172,0,0,0,0
2,64,11.44104,0,172.5034,4503.247213,0,0,0,1
2,84,14.09036,0,129.995,636.2377993,0,0,0,1
0,64,12.29322885,0,220.132293,1662.516242,1,0,1,0
0,43,12.32015,0,127.4421,6208.310064,0,0,0,0
2,87,13.88509,0,137.4392,3832.898347,0,1,1,0
4,56,13.3593,0,230.1344,1904.863682,0,0,0,1
1,25,5.730845,0,162.447,4763.445879,0,1,0,0
1,63,19.08168517,0,127.458638,1040.933456,0,1,0,1
0,39,6.501013,1,202.6829,1090.927055,0,1,0,1
1,72,5.237975,0,144.9607,5572.805273,0,0,1,0
3,42,8.484285,0,92.45514,6246.215724,0,1,0,0
3,36,11.25565,0,255.1336,5971.138391,0,0,0,0
0,87,7.228021,0,172.4404,929.9153923,0,0,0,0
4,87,10.90014,0,169.9447,1074.116423,0,1,1,0
2,75,7.832718,0,169.9447,1811.777309,0,0,1,0
3,37,11.56647,0,214.9525,2111.077001,0,0,1,0
0,41,6.112396,1,94.97283,830.1003254,0,0,0,0
3,61,10.67064745,1,149.959755,698.7845202,0,0,1,0
0,51,8.556186,0,192.4567,5460.847751,1,0,1,0
3,28,6.216824,0,255.1198,3452.422228,1,0,0,0
3,57,8.452148,0,172.4404,5894.713365,0,0,0,0
2,35,8.293752,0,144.9607,868.497965,1,0,1,0
0,83,11.12455,0,242.6573,1642.269113,0,0,0,1
0,30,9.505342,0,157.4698,223.4765826,0,0,1,0
3,49,10.6443,0,194.9699,6084.96355,0,0,1,0
0,44,6.325988402,1,132.479779,1371.738945,0,0,0,0
1,78,10.62427045,1,184.978458,1203.563432,0,0,1,0
2,58,8.927855,1,154.9618,1460.696574,1,0,0,0
3,32,10.26758,0,144.9607,5811.49739,1,0,1,0
0,86,8.202418,1,154.9919,6232.543979,0,0,0,0
4,46,7.334084,1,232.6228,4965.237046,0,1,1,0
1,88,10.03378888,0,202.443347,2688.491827,0,0,1,0
2,22,10.89454,0,149.9845,1727.365848,0,1,0,1
0,43,12.1873,0,147.4421,5170.661902,0,0,1,0
3,24,15.92158,0,242.6143,1045.435988,0,0,1,0
4,50,10.75280028,0,159.947583,2054.706961,0,1,0,0
0,70,6.917662,0,117.472,5234.822519,1,0,0,1
3,52,11.26452,0,129.9483,1113.503645,0,0,0,0
1,58,13.73892,0,232.624,6277.702239,0,0,0,0
1,60,11.06748,0,242.6281,4363.955591,1,0,1,0
5,28,9.306097105,1,142.485486,756.2815791,0,0,0,1
0,87,7.65097,0,212.6415,6205.78959,1,0,0,0
0,32,7.457158,0,139.983,1228.595252,0,0,0,0
0,28,5.82842,0,124.9643,5236.791874,1,0,1,0
0,38,12.72643,0,242.6435,6104.958036,0,0,0,1
4,60,10.8419,0,220.1185,1315.586731,0,0,1,0
0,57,12.36111,0,104.9643,795.7564584,0,0,0,0
1,52,13.93304,1,155.0084,1364.293464,1,0,0,1
1,39,7.528743,0,235.1372,7021.93656,0,1,0,0
2,28,14.77223,1,139.9875,1606.733876,1,0,0,0
1,35,11.98742,0,184.9963,906.6428092,1,0,0,1
3,49,12.38301,1,202.65,6711.013649,0,1,0,0
0,22,13.7362126,0,114.997564,1079.012505,1,0,0,1
3,51,5.55213244,1,152.510442,1784.584135,0,1,0,0
0,76,7.078232973,0,182.446995,1805.771781,0,0,1,0
4,26,5.706642926,0,265.146969,1114.124252,0,1,1,0
4,31,11.60439,0,159.965,5065.07831,0,1,1,0
1,69,10.10955,0,124.9607,1394.391376,0,0,0,0
2,31,5.7796,1,129.9915,4947.825183,1,0,0,0
7,23,10.62473397,0,159.979358,2008.680996,0,0,0,0
1,45,5.14319,0,204.9634,4750.263677,0,0,1,0
2,34,11.8323,0,227.4754,1849.418149,0,0,1,0
0,84,10.46391733,0,222.628057,1176.40624,1,0,0,0
4,28,6.784802038,0,144.960655,481.3363042,0,0,1,0
3,76,7.590769,1,255.1555,1461.269401,0,1,1,0
3,40,8.568261,1,162.4982,1208.504726,0,0,0,1
0,67,12.10598,0,117.4392,5744.96728,0,0,0,0
0,74,6.058654,0,255.1198,6545.503926,0,0,0,0
1,70,19.26111,0,167.4564,347.3046722,0,0,1,0
0,83,10.70593,0,124.9781,722.8531617,0,0,1,0
2,39,9.111045,0,172.4441,4366.897142,0,1,1,0
2,87,2.463144,1,184.9853,1418.813901,0,0,1,0
1,25,11.49429,0,169.9928,444.2368102,1,0,1,0
1,63,11.30766093,0,137.487242,1096.780158,1,0,1,0
1,76,11.86676,1,235.1591,6397.088048,0,0,1,0
1,63,7.709723,1,217.4702,4445.416771,0,0,1,0
1,81,5.663218,1,132.466,1921.908003,1,0,0,0
1,26,13.20324,0,159.9642,4974.850117,0,0,0,1
4,42,13.0284,0,162.4538,6753.968051,0,0,0,0
2,42,13.47255,1,152.5022,5324.687949,0,1,0,1
0,66,9.475122,0,242.6143,1064.75404,0,1,1,0
0,28,5.275573,0,162.4608,1259.0664,0,0,0,0
1,31,4.794991,0,232.6378,6369.536182,0,0,0,0
0,64,8.222393,0,124.9607,5123.664714,1,0,0,0
1,30,9.898238,0,127.4887,1961.987049,0,0,0,1
2,37,12.33741082,0,149.962093,939.1433243,0,1,1,0
1,21,15.55101617,0,222.628057,1560.361086,0,0,0,0
2,70,10.00295,0,204.9797,4167.667908,0,1,1,0
