customer_id,children,married,gender,churn,contract,internet_service,phone,multiple_phone,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,source
0436-TWFFZ,No,No,Female,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,67.0,85.25,Kaggle
8566-YPRGL,No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,1.0,19.5,Kaggle
0311-UNPFF,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Automatic,26.0,88.8,Kaggle
6609-MXJHJ,Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Mailed Check,30.0,25.1,Kaggle
2669-OIDSD,No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Automatic,48.0,100.05,Kaggle
8400-WZICQ,Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Electronic Check,55.0,55.7,Kaggle
3834-XUIFC,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,7.0,85.2,Kaggle
9576-SYUHJ,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,37.0,91.15,Kaggle
0410-IPFTY,No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Automatic,31.0,83.85,Kaggle
2831-EBWRN,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,4.0,45.9,Kaggle
9430-NKQLY,Yes,Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Automatic,72.0,25.1,Kaggle
8414-MYSHR,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,5.0,91.4,Kaggle
0247-SLUJI,Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,1.0,19.7,Kaggle
9402-ORRAH,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,15.0,91.5,Kaggle
6483-OATDN,Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Automatic,8.0,51.3,Kaggle
1293-HHSHJ,No,No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,35.0,21.1,Kaggle
4840-ORQXB,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,56.0,104.75,Kaggle
7599-FKVXZ,No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Automatic,42.0,106.15,Kaggle
3982-DQLUS,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic Check,65.0,85.75,Kaggle
8610-ZIKJJ,Yes,Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,2.0,20.3,Kaggle
3756-VNWDH,No,Yes,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,65.0,100.75,Kaggle
7801-KICAO,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,18.0,74.15,Kaggle
7673-LPRNY,No,No,Female,No,One year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,23.0,78.55,Kaggle
8229-TNIQA,No,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,4.0,45.3,Kaggle
6060-QBMGV,No,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Automatic,70.0,19.85,Kaggle
7339-POGZN,No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,4.0,50.7,Kaggle
2828-SLQPF,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Automatic,19.0,45.0,Kaggle
4465-VDKIQ,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,18.0,77.8,Kaggle
2921-XWDJH,No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Electronic Check,38.0,83.45,Kaggle
6221-AVQYL,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Automatic,2.0,73.25,Kaggle
2558-BUOZZ,No,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Automatic,47.0,94.8,Kaggle
9257-AZMTZ,Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Automatic,52.0,20.1,Kaggle
0003-MKNFE,No,No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Mailed Check,9.0,59.9,Kaggle
0975-UYDTX,No,Yes,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,26.0,90.1,Kaggle
7743-EXURX,Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,8.0,51.05,Kaggle
4682-BLBUC,No,Yes,Male,No,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,44.0,70.95,Kaggle
0975-VOOVL,No,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,No,Mailed Check,3.0,29.2,Kaggle
5968-VXZLG,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Automatic,2.0,46.6,Kaggle
5569-KGJHX,Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Automatic,9.0,85.35,Kaggle
4988-IQIGL,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,1.0,75.35,Kaggle
5201-FRKKS,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Automatic,25.0,74.3,Kaggle
9799-CAYJJ,No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,2.0,69.3,Kaggle
7730-IUTDZ,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,43.0,75.2,Kaggle
0426-TIRNE,No,No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,1.0,20.9,Kaggle
5443-SCMKX,No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,58.0,94.3,Kaggle
8295-KMENE,Yes,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,59.0,76.45,Kaggle
6738-ISCBM,No,No,Male,No,One year,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,44.0,54.0,Kaggle
9821-BESNZ,No,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,66.0,104.25,Kaggle
3678-MNGZX,Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Automatic,68.0,19.95,Kaggle
1335-NTIUC,No,No,Male,No,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,Electronic Check,9.0,24.95,Kaggle
2916-BQZLN,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Electronic Check,19.0,84.75,Kaggle
4558-CGYCZ,No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,4.0,19.75,Kaggle
2368-GAKKQ,No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,70.0,113.65,Kaggle
8710-YGLWG,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,1.0,44.9,Kaggle
3199-XGZCY,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,8.0,75.25,Kaggle
3785-KTYSH,No,No,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Mailed Check,53.0,24.6,Kaggle
6814-ZPWFQ,No,No,Male,No,One year,None,Yes,Yes,No,No,No,No,No,No,No,Automatic,51.0,25.0,Kaggle
4063-EIKNQ,Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Automatic,11.0,20.95,Kaggle
6993-YCOBK,Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,60.0,110.6,Kaggle
5206-HPJKM,No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Automatic,17.0,55.5,Kaggle
7587-RZNME,No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,3.0,43.3,Kaggle
0748-RDGGM,No,Yes,Male,Yes,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,70.0,109.5,Kaggle
8393-JMVMB,No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,1.0,19.45,Kaggle
5019-GQVCR,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,43.0,84.85,Kaggle
6036-TTFYU,No,Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,16.0,19.6,Kaggle
2550-AEVRU,Yes,Yes,Female,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Electronic Check,57.0,53.45,Kaggle
0969-RGKCU,Yes,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Automatic,37.0,19.8,Kaggle
0378-CJKPV,No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Automatic,72.0,112.1,Kaggle
4706-AXVKM,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Automatic,11.0,84.8,Kaggle
5889-JTMUL,No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,50.0,95.05,Kaggle
9026-RNUJS,No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,5.0,50.35,Kaggle
3746-EUBYR,No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Automatic,1.0,74.6,Kaggle
2332-EFBJY,No,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,16.0,19.7,Kaggle
2880-FPNAE,No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,2.0,74.2,Kaggle
1703-MGIAB,No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,17.0,69.0,Kaggle
4311-QTTAI,No,No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Automatic,16.0,19.35,Kaggle
9474-PHLYD,No,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,15.0,59.45,Kaggle
4318-RAJVY,No,No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,10.0,19.8,Kaggle
2165-VOEGB,Yes,No,Female,Yes,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Automatic,46.0,105.2,Kaggle
3612-YUNGG,Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,64.0,109.2,Kaggle
2254-DLXRI,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,1.0,79.15,Kaggle
5062-CJJKH,Yes,Yes,Male,No,One year,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,25.0,53.65,Kaggle
9028-LIHRP,Yes,Yes,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Automatic,71.0,100.2,Kaggle
2219-MVUSO,No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,8.0,45.15,Kaggle
1053-MXTTK,Yes,Yes,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,72.0,108.65,Kaggle
1530-ZTDOZ,No,Yes,Female,No,Month-to-month,DSL,No,No,Yes,No,No,No,Yes,No,No,Automatic,49.0,40.65,Kaggle
1301-LOPVR,Yes,Yes,Male,No,One year,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Automatic,29.0,55.35,Kaggle
0853-TWRVK,No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Automatic,72.0,105.6,Kaggle
8914-RBTSB,No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,31.0,93.8,Kaggle
6212-ATMLK,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,50.0,95.7,Kaggle
8200-LGKSR,No,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Electronic Check,71.0,83.2,Kaggle
1568-BEKZM,No,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Automatic,70.0,90.05,Kaggle
0670-ANMUU,No,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Automatic,71.0,97.65,Kaggle
6897-RWMUB,Yes,Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Automatic,61.0,68.05,Kaggle
0963-ZBDRN,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,32.0,96.2,Kaggle
7594-RQHXR,Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,1.0,79.6,Kaggle
6999-CHVCF,No,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Automatic,68.0,102.1,Kaggle
6134-KWTBV,No,No,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Automatic,62.0,23.4,Kaggle
1077-HUUJM,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,7.0,71.05,Kaggle
6331-EWIEB,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,20.0,85.25,Kaggle
0895-LNKRC,Yes,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,6.0,19.45,Kaggle
2045-BMBTJ,No,No,Female,No,Month-to-month,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Automatic,33.0,59.45,Kaggle
8417-GSODA,Yes,Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Automatic,28.0,92.2,Kaggle
5171-EPLKN,No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Automatic,27.0,19.85,Kaggle
4452-QIIEB,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Mailed Check,7.0,43.9,Kaggle
5998-VVEJY,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,26.0,80.5,Kaggle
1624-NALOJ,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,5.0,89.8,Kaggle
6741-EGCBI,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Automatic,30.0,90.5,Kaggle
7820-ZYGNY,No,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Automatic,63.0,90.45,Kaggle
4317-VTEOA,No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,1.0,50.75,Kaggle
9677-AVKED,Yes,No,Female,No,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,53.0,84.6,Kaggle
1670-SVOWZ,Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Automatic,14.0,89.65,Kaggle
2227-JRSJX,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Automatic,21.0,99.15,Kaggle
9847-HNVGP,No,No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,17.0,19.95,Kaggle
6696-YDAYZ,Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,16.0,20.5,Kaggle
8980-WQFWL,No,No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,35.0,62.1,Kaggle
1730-ZMAME,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,32.0,79.5,Kaggle
6506-EYCNH,Yes,Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Automatic,28.0,19.55,Kaggle
4634-JLRJT,No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,1.0,20.35,Kaggle
9501-UKKNL,No,No,Male,No,Month-to-month,DSL,No,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,59.0,51.7,Kaggle
2560-QTSBS,Yes,Yes,Female,No,One year,None,Yes,Yes,No,No,No,No,No,No,Yes,Automatic,72.0,23.3,Kaggle
7541-YLXCL,No,No,Male,Yes,One year,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,36.0,65.4,Kaggle
4795-WRNVT,No,No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,Mailed Check,40.0,65.1,Kaggle
6080-TCMYC,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,40.0,81.2,Kaggle
0260-ZDLGK,Yes,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,9.0,72.9,Kaggle
7860-UXCRM,Yes,Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Automatic,63.0,74.5,Kaggle
6357-JJPQT,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,3.0,80.5,Kaggle
2292-XQWSV,Yes,Yes,Male,No,One year,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,40.0,60.3,Kaggle
9552-TGUZV,No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,8.0,75.0,Kaggle
5913-INRQV,No,Yes,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,No,Mailed Check,34.0,90.15,Kaggle
8722-NGNBH,No,No,Male,Yes,Month-to-month,DSL,No,No,Yes,No,Yes,Yes,No,No,No,Mailed Check,5.0,40.0,Kaggle
6210-KBBPI,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Automatic,9.0,99.45,Kaggle
9643-YBLUR,No,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Automatic,9.0,69.05,Kaggle
8734-FNWVH,Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Automatic,31.0,59.7,Kaggle
9447-YPTBX,No,Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Automatic,50.0,19.85,Kaggle
0133-BMFZO,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,2.0,86.25,Kaggle
6128-CZOMY,No,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,1.0,45.65,Kaggle
9540-JYROE,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,8.0,70.1,Kaggle
9026-LHEVG,No,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,Yes,No,Electronic Check,9.0,40.75,Kaggle
2260-USTRB,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Automatic,2.0,70.2,Kaggle
3656-TKRVZ,No,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Electronic Check,3.0,55.35,Kaggle
7011-CVEUC,No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Automatic,25.0,95.7,Kaggle
6185-TASNN,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Electronic Check,1.0,46.3,Kaggle
7925-PNRGI,Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,45.0,81.3,Kaggle
8623-TMRBY,Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,51.0,84.2,Kaggle
1552-CZCLL,Yes,Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Automatic,55.0,20.0,Kaggle
3038-PQIUY,No,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Automatic,38.0,66.15,Kaggle
1501-SGHBW,No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Mailed Check,2.0,45.85,Kaggle
9313-CDOGY,Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Electronic Check,38.0,19.6,Kaggle
8148-BPLZQ,No,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,34.0,49.8,Kaggle
2623-DRYAM,No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,70.0,101.75,Kaggle
9987-LUTYD,No,No,Female,No,One year,DSL,Yes,No,Yes,No,No,Yes,No,No,No,Mailed Check,13.0,55.15,Kaggle
3208-YPIOE,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,39.0,75.25,Kaggle
4488-KQFDT,No,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,61.0,103.95,Kaggle
2612-RANWT,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Automatic,12.0,100.15,Kaggle
5693-PIPCS,No,No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Automatic,41.0,99.65,Kaggle
0491-KAPQG,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,21.0,73.7,Kaggle
1925-LFCZZ,No,No,Male,No,One year,DSL,No,No,No,No,Yes,No,Yes,Yes,Yes,Automatic,55.0,50.05,Kaggle
8039-EQPIM,No,Yes,Male,No,Two year,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Automatic,69.0,60.25,Kaggle
6900-PXRMS,Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,26.0,105.75,Kaggle
8707-RMEZH,No,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,Automatic,69.0,87.3,Kaggle
3346-BRMIS,No,Yes,Female,Yes,Month-to-month,DSL,No,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,18.0,48.35,Kaggle
3209-ZPKFI,Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,47.0,54.25,Kaggle
6479-VDGRK,Yes,Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Automatic,72.0,85.3,Kaggle
9373-WSLOY,No,Yes,Male,No,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,33.0,50.0,Kaggle
2933-FILNV,Yes,Yes,Female,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,Mailed Check,2.0,24.4,Kaggle
3569-JFODW,Yes,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Automatic,72.0,90.95,Kaggle
9819-FBNSV,No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Automatic,37.0,72.25,Kaggle
9544-PYPSJ,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Automatic,62.0,96.1,Kaggle
1591-XWLGB,No,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Automatic,71.0,19.85,Kaggle
0396-UKGAI,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Automatic,23.0,55.3,Kaggle
3243-ZHOHY,No,No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,16.0,20.1,Kaggle
5186-EJEGL,No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,9.0,69.5,Kaggle
7527-QNRUS,Yes,Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Mailed Check,17.0,25.15,Kaggle
9986-BONCE,No,No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Automatic,4.0,20.95,Kaggle
2722-JMONI,No,Yes,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,1.0,49.55,Kaggle
2203-GHNWN,No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,24.0,79.65,Kaggle
3878-AVSOQ,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,1.0,71.25,Kaggle
3258-SYSWS,No,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Automatic,72.0,113.8,Kaggle
5296-PSYVW,No,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,72.0,24.55,Kaggle
